topic,cutoff,id,slot,label,parent,count,doc_frac,first_seen,recent_count,background,emerging,variants
rag_retrieval,2025-06,object:cell type annotation,object,cell type annotation,cell type annotation,1,0.0026,2025-05-31,1,False,True,single-cell annotation
rag_retrieval,2025-06,object:circuit design,object,circuit design,circuit design,1,0.0026,2025-05-31,1,False,True,rf analog circuit netlist design
rag_retrieval,2025-06,object:circuit link prediction,object,circuit link prediction,circuit link prediction,1,0.0026,2025-04-30,1,False,True,analog circuit link prediction
rag_retrieval,2025-06,object:code retrieval,object,code retrieval,code retrieval,1,0.0026,2025-05-31,1,False,True,dense retrieval for code editing | repository-level code retrieval
rag_retrieval,2025-06,object:code understanding,object,code understanding,code understanding,1,0.0026,2025-05-31,1,False,True,repository-level code understanding
rag_retrieval,2025-06,object:computational platform,object,computational platform,computational platform,1,0.0026,2025-05-31,1,False,True,atomistic simulation platform
rag_retrieval,2025-06,object:content analysis,object,content analysis,content analysis,1,0.0026,2025-03-31,1,False,True,wikipedia article analysis
rag_retrieval,2025-06,object:conversational system,object,conversational system,conversational system,1,0.0026,2025-04-30,1,False,True,in-car conversational system
rag_retrieval,2025-06,object:conversion prediction,object,conversion prediction,conversion prediction,1,0.0026,2025-03-31,1,False,True,sales conversion prediction
rag_retrieval,2025-06,object:cross-lingual retrieval,object,cross-lingual retrieval,cross-lingual retrieval,1,0.0026,2025-05-31,1,False,True,low-resource language retrieval
rag_retrieval,2025-06,object:data poisoning,object,data poisoning,data poisoning,1,0.0026,2025-04-30,1,False,True,knowledge database poisoning
rag_retrieval,2025-06,object:data structure,object,data structure,data structure,1,0.0026,2025-04-30,1,False,True,dynamic metric space maintenance
rag_retrieval,2025-06,object:database construction,object,database construction,database construction,1,0.0026,2025-05-31,1,False,True,asset-level database creation
rag_retrieval,2025-06,object:dense retriever,object,dense retriever,dense retriever,1,0.0026,2025-03-31,1,False,True,small language model retriever
rag_retrieval,2025-06,object:design automation,object,design automation,design automation,1,0.0026,2025-05-31,1,False,True,multi-agent design workflow
rag_retrieval,2025-06,object:dimensionality reduction,object,dimensionality reduction,dimensionality reduction,1,0.0026,2025-04-30,1,False,True,embedding compression
rag_retrieval,2025-06,object:document digitization,object,document digitization,document digitization,1,0.0026,2025-04-30,1,False,True,floor plan digitization
rag_retrieval,2025-06,object:document intelligence,object,document intelligence,document intelligence,1,0.0026,2025-05-31,1,False,True,privacy-preserving document intelligence
rag_retrieval,2025-06,object:domain-specific application,object,domain-specific application,domain-specific application,1,0.0026,2025-05-31,1,False,True,financial large language model application
rag_retrieval,2025-06,object:educational technology,object,educational technology,educational technology,1,0.0026,2025-04-30,1,False,True,llm-based course content delivery
rag_retrieval,2025-06,object:environment generation,object,environment generation,environment generation,1,0.0026,2025-03-31,1,False,True,embodied ai environment generation
rag_retrieval,2025-06,object:environmental impact assessment,object,environmental impact assessment,environmental impact assessment,1,0.0026,2025-05-31,1,False,True,deforestation impact assessment
rag_retrieval,2025-06,object:evaluation metric,object,evaluation metric,evaluation metric,1,0.0026,2025-03-31,1,False,True,retrieval utility evaluation
rag_retrieval,2025-06,object:financial simulation,object,financial simulation,financial simulation,1,0.0026,2025-03-31,1,False,True,market simulation
rag_retrieval,2025-06,object:fully homomorphic encryption,object,fully homomorphic encryption,fully homomorphic encryption,1,0.0026,2025-03-31,1,False,True,torus fully homomorphic encryption
rag_retrieval,2025-06,object:generation,object,generation,generation,1,0.0026,2025-05-31,1,False,True,supply chain management
rag_retrieval,2025-06,object:graph representation,object,graph representation,graph representation,1,0.0026,2025-04-30,1,False,True,region adjacency graph
rag_retrieval,2025-06,object:hardware deployment,object,hardware deployment,hardware deployment,1,0.0026,2025-04-30,1,False,True,heterogeneous hardware deployment
rag_retrieval,2025-06,object:hardware design,object,hardware design,hardware design,1,0.0026,2025-05-31,1,False,True,repository-level hardware design
rag_retrieval,2025-06,object:index management,object,index management,index management,1,0.0026,2025-04-30,1,False,True,vector index partitioning
rag_retrieval,2025-06,object:industrial maintenance,object,industrial maintenance,industrial maintenance,1,0.0026,2025-03-31,1,False,True,predictive maintenance
rag_retrieval,2025-06,object:inference pipeline,object,inference pipeline,inference pipeline,1,0.0026,2025-04-30,1,False,True,multi-stage inference pipeline
rag_retrieval,2025-06,object:interpretability,object,interpretability,interpretability,1,0.0026,2025-05-31,1,False,True,mechanistic interpretability
rag_retrieval,2025-06,object:knowledge conflict,object,knowledge conflict,knowledge conflict,1,0.0026,2025-05-31,1,False,True,multimodal knowledge conflict
rag_retrieval,2025-06,object:knowledge management,object,knowledge management,knowledge management,1,0.0026,2025-04-30,1,False,True,architectural knowledge management
rag_retrieval,2025-06,object:kv cache reuse,object,kv cache reuse,kv cache reuse,1,0.0026,2025-05-31,1,False,True,subgraph-level kv cache
rag_retrieval,2025-06,object:language model deployment,object,language model deployment,language model deployment,1,0.0026,2025-04-30,1,False,True,on-device small language model
rag_retrieval,2025-06,object:language model inference,object,language model inference,language model inference,1,0.0026,2025-05-31,1,False,True,question-answering with language model
rag_retrieval,2025-06,object:language model reasoning,object,language model reasoning,language model reasoning,1,0.0026,2025-03-31,1,False,True,knowledge-augmented language model reasoning
rag_retrieval,2025-06,object:large language model agent,object,large language model agent,large language model agent,1,0.0026,2025-05-31,1,False,True,cybersecurity large language model agent
rag_retrieval,2025-06,object:large language model deployment,object,large language model deployment,large language model deployment,1,0.0026,2025-04-30,1,False,True,production large language model application
rag_retrieval,2025-06,object:link prediction,object,link prediction,link prediction,1,0.0026,2025-04-30,1,False,True,knowledge graph completion
rag_retrieval,2025-06,object:logic optimization,object,logic optimization,logic optimization,1,0.0026,2025-04-30,1,False,True,finite state machine logic optimization
rag_retrieval,2025-06,object:machine learning framework,object,machine learning framework,machine learning framework,1,0.0026,2025-04-30,1,False,True,graph neural network framework
rag_retrieval,2025-06,object:medical diagnosis,object,medical diagnosis,medical diagnosis,1,0.0026,2025-05-31,1,False,True,ecg diagnosis
rag_retrieval,2025-06,object:medical outcome prediction,object,medical outcome prediction,medical outcome prediction,1,0.0026,2025-04-30,1,False,True,acute kidney injury prediction
rag_retrieval,2025-06,object:model behavior prediction,object,model behavior prediction,model behavior prediction,1,0.0026,2025-05-31,1,False,True,out-of-distribution behavior prediction
rag_retrieval,2025-06,object:model component,object,model component,model component,1,0.0026,2025-05-31,1,False,True,vision-language model connector
rag_retrieval,2025-06,object:model interpretability,object,model interpretability,model interpretability,1,0.0026,2025-05-31,1,False,True,language model interpretability
rag_retrieval,2025-06,object:model quantization,object,model quantization,model quantization,1,0.0026,2025-03-31,1,False,True,large vision and language model quantization
rag_retrieval,2025-06,object:model reasoning,object,model reasoning,model reasoning,1,0.0026,2025-03-31,1,False,True,large multimodal model reasoning
rag_retrieval,2025-06,object:model selection,object,model selection,model selection,1,0.0026,2025-05-31,1,False,True,large language model adaptation strategy selection
rag_retrieval,2025-06,object:modular knowledge,object,modular knowledge,modular knowledge,1,0.0026,2025-03-31,1,False,True,document-level knowledge module
rag_retrieval,2025-06,object:motion forecasting,object,motion forecasting,motion forecasting,1,0.0026,2025-04-30,1,False,True,trajectory prediction
rag_retrieval,2025-06,object:multimodal alignment,object,multimodal alignment,multimodal alignment,1,0.0026,2025-05-31,1,False,True,lightweight vision-language model alignment
rag_retrieval,2025-06,object:multimodal extraction,object,multimodal extraction,multimodal extraction,1,0.0026,2025-03-31,1,False,True,interleaved image-text retrieval
rag_retrieval,2025-06,object:neural network,object,neural network,neural network,1,0.0026,2025-04-30,1,False,True,hyperbolic neural network
rag_retrieval,2025-06,object:operational task,object,operational task,operational task,1,0.0026,2025-05-31,1,False,True,contact center operation
rag_retrieval,2025-06,object:persona generation,object,persona generation,persona generation,1,0.0026,2025-05-31,1,False,True,customer persona generation
rag_retrieval,2025-06,object:plan generation,object,plan generation,plan generation,1,0.0026,2025-04-30,1,False,True,hierarchical plan generation
rag_retrieval,2025-06,object:process mining,object,process mining,process mining,1,0.0026,2025-05-31,1,False,True,conformance checking
rag_retrieval,2025-06,object:proof generation,object,proof generation,proof generation,1,0.0026,2025-05-31,1,False,True,stepwise proof generation
rag_retrieval,2025-06,object:query processing,object,query processing,query processing,1,0.0026,2025-04-30,1,False,True,selective query processing
rag_retrieval,2025-06,object:requirements engineering,object,requirements engineering,requirements engineering,1,0.0026,2025-04-30,1,False,True,safety requirements derivation
rag_retrieval,2025-06,object:reranking,object,reranking,reranking,1,0.0026,2025-04-30,1,False,True,multi-criteria reranking
rag_retrieval,2025-06,object:resource allocation,object,resource allocation,resource allocation,1,0.0026,2025-03-31,1,False,True,client precision planning
rag_retrieval,2025-06,object:response evaluation,object,response evaluation,response evaluation,1,0.0026,2025-03-31,1,False,True,contextual response assessment
rag_retrieval,2025-06,object:retrieval augmentation,object,retrieval augmentation,retrieval augmentation,1,0.0026,2025-05-31,1,False,True,historical pattern retrieval
rag_retrieval,2025-06,object:retrieval augmented generation configuration,object,retrieval augmented generation configuration,retrieval augmented generation configuration,1,0.0026,2025-05-31,1,False,True,agentic retrieval augmented generation configuration
rag_retrieval,2025-06,object:retrieval effectiveness estimation,object,retrieval effectiveness estimation,retrieval effectiveness estimation,1,0.0026,2025-04-30,1,False,True,query performance prediction
rag_retrieval,2025-06,object:retriever,object,retriever,retriever,1,0.0026,2025-04-30,1,False,True,retriever for reasoning task
rag_retrieval,2025-06,object:reward modeling,object,reward modeling,reward modeling,1,0.0026,2025-03-31,1,False,True,reward acquisition
rag_retrieval,2025-06,object:reward shaping,object,reward shaping,reward shaping,1,0.0026,2025-05-31,1,False,True,reward function design
rag_retrieval,2025-06,object:safety alignment,object,safety alignment,safety alignment,1,0.0026,2025-05-31,1,False,True,refusal training
rag_retrieval,2025-06,object:sales intelligence,object,sales intelligence,sales intelligence,1,0.0026,2025-03-31,1,False,True,real-time sales guidance
rag_retrieval,2025-06,object:scientific assistant,object,scientific assistant,scientific assistant,1,0.0026,2025-05-31,1,False,True,quantum chemical simulation assistant
rag_retrieval,2025-06,object:search system,object,search system,search system,1,0.0026,2025-05-31,1,False,True,enterprise search
rag_retrieval,2025-06,object:software design,object,software design,software design,1,0.0026,2025-04-30,1,False,True,architectural decision generation
rag_retrieval,2025-06,object:spatial organization,object,spatial organization,spatial organization,1,0.0026,2025-04-30,1,False,True,neighborhood maintenance
rag_retrieval,2025-06,object:species identification,object,species identification,species identification,1,0.0026,2025-03-31,1,False,True,rare arthropod identification
rag_retrieval,2025-06,object:subset selection,object,subset selection,subset selection,1,0.0026,2025-03-31,1,False,True,diverse subset selection | relevant subset selection
rag_retrieval,2025-06,object:task planning,object,task planning,task planning,1,0.0026,2025-04-30,1,False,True,robotic task planning
rag_retrieval,2025-06,object:telecommunication network,object,telecommunication network,telecommunication network,1,0.0026,2025-03-31,1,False,True,open radio access network
rag_retrieval,2025-06,object:temporal reasoning,object,temporal reasoning,temporal reasoning,1,0.0026,2025-05-31,1,False,True,temporal validity modeling
rag_retrieval,2025-06,object:tensor decomposition,object,tensor decomposition,tensor decomposition,1,0.0026,2025-04-30,1,False,True,low-rank tensor factorization
rag_retrieval,2025-06,object:text-to-image generation,object,text-to-image generation,text-to-image generation,1,0.0026,2025-05-31,1,False,True,retrieval-augmented text-to-image generation
rag_retrieval,2025-06,object:theorem proving,object,theorem proving,theorem proving,1,0.0026,2025-05-31,1,False,True,formal theorem proving
rag_retrieval,2025-06,object:timing closure,object,timing closure,timing closure,1,0.0026,2025-04-30,1,False,True,multi-corner multi-mode timing debugging
rag_retrieval,2025-06,object:training data,object,training data,training data,1,0.0026,2025-03-31,1,False,True,grounding data
rag_retrieval,2025-06,object:vlsi verification,object,vlsi verification,vlsi verification,1,0.0026,2025-04-30,1,False,True,timing analysis
rag_retrieval,2025-06,object:web search agent,object,web search agent,web search agent,1,0.0026,2025-04-30,1,False,True,deep research agent
rag_retrieval,2025-06,object:world model,object,world model,world model,1,0.0026,2025-05-31,1,False,True,causal world model
rag_retrieval,2025-06,problem:acoustic estimation,problem,acoustic estimation,acoustic estimation,1,0.0026,2025-04-30,1,False,True,speaker distance estimation
rag_retrieval,2025-06,problem:adaptation,problem,adaptation,adaptation,1,0.0026,2025-04-30,1,False,True,market adaptation
rag_retrieval,2025-06,problem:adversarial generation,problem,adversarial generation,adversarial generation,1,0.0026,2025-03-31,1,False,True,black-box adversarial passage generation
rag_retrieval,2025-06,problem:agent cognition,problem,agent cognition,agent cognition,1,0.0026,2025-04-30,1,False,True,cognition bias in agent
rag_retrieval,2025-06,problem:ai progress,problem,ai progress,ai progress,1,0.0026,2025-05-31,1,False,True,intelligence growth rate
rag_retrieval,2025-06,problem:ai safety,problem,ai safety,ai safety,1,0.0026,2025-05-31,1,False,True,societal implications of ai
rag_retrieval,2025-06,problem:alignment limitation,problem,alignment limitation,alignment limitation,1,0.0026,2025-05-31,1,False,True,modal alignment bottleneck
rag_retrieval,2025-06,problem:analysis difficulty,problem,analysis difficulty,analysis difficulty,1,0.0026,2025-05-31,1,False,True,simulation result analysis difficulty
rag_retrieval,2025-06,problem:annotation quality,problem,annotation quality,annotation quality,1,0.0026,2025-05-31,1,False,True,inaccurate ground-truth annotation
rag_retrieval,2025-06,problem:assessment difficulty,problem,assessment difficulty,assessment difficulty,1,0.0026,2025-03-31,1,False,True,conditional assessment difficulty
rag_retrieval,2025-06,problem:attack feasibility,problem,attack feasibility,attack feasibility,1,0.0026,2025-04-30,1,False,True,unrealistic poisoning assumption
rag_retrieval,2025-06,problem:benchmark availability,problem,benchmark availability,benchmark availability,1,0.0026,2025-05-31,1,False,True,lack of hdl search benchmark
rag_retrieval,2025-06,problem:benchmark relevance,problem,benchmark relevance,benchmark relevance,1,0.0026,2025-05-31,1,False,True,outdated benchmark dataset
rag_retrieval,2025-06,problem:benchmark scarcity,problem,benchmark scarcity,benchmark scarcity,1,0.0026,2025-03-31,1,False,True,vietnamese benchmark absence
rag_retrieval,2025-06,problem:benchmarking gap,problem,benchmarking gap,benchmarking gap,1,0.0026,2025-05-31,1,False,True,hyper-parameter optimization benchmarking gap
rag_retrieval,2025-06,problem:black-box constraint,problem,black-box constraint,black-box constraint,1,0.0026,2025-03-31,1,False,True,retriever gradient inaccessibility
rag_retrieval,2025-06,problem:class imbalance,problem,class imbalance,class imbalance,1,0.0026,2025-03-31,1,False,True,long-tail class performance
rag_retrieval,2025-06,problem:client evaluation,problem,client evaluation,client evaluation,1,0.0026,2025-03-31,1,False,True,multifaceted client contribution quantification
rag_retrieval,2025-06,problem:clinical trial bottleneck,problem,clinical trial bottleneck,clinical trial bottleneck,1,0.0026,2025-05-31,1,False,True,patient recruitment bottleneck
rag_retrieval,2025-06,problem:clinical trial matching,problem,clinical trial matching,clinical trial matching,1,0.0026,2025-03-31,1,False,True,patient eligibility criteria matching
rag_retrieval,2025-06,problem:code generation alignment,problem,code generation alignment,code generation alignment,1,0.0026,2025-04-30,1,False,True,large language model generated code prompt alignment
rag_retrieval,2025-06,problem:code generation difficulty,problem,code generation difficulty,code generation difficulty,1,0.0026,2025-03-31,1,False,True,cryptographic code generation difficulty
rag_retrieval,2025-06,problem:code retrieval,problem,code retrieval,code retrieval,1,0.0026,2025-05-31,1,False,True,code retrieval for editing task
rag_retrieval,2025-06,problem:collaborative reasoning,problem,collaborative reasoning,collaborative reasoning,1,0.0026,2025-04-30,1,False,True,consensus-driven reasoning
rag_retrieval,2025-06,problem:compliance challenge,problem,compliance challenge,compliance challenge,1,0.0026,2025-05-31,1,False,True,regulatory compliance complexity
rag_retrieval,2025-06,problem:compute scaling,problem,compute scaling,compute scaling,1,0.0026,2025-04-30,1,False,True,poor inference-time compute scaling
rag_retrieval,2025-06,problem:concurrency control,problem,concurrency control,concurrency control,1,0.0026,2025-05-31,1,False,True,concurrent read-write contention
rag_retrieval,2025-06,problem:constraint satisfaction,problem,constraint satisfaction,constraint satisfaction,1,0.0026,2025-05-31,1,False,True,automated engineering constraint adherence
rag_retrieval,2025-06,problem:content alignment,problem,content alignment,content alignment,1,0.0026,2025-04-30,1,False,True,instructional content alignment
rag_retrieval,2025-06,problem:content generation quality,problem,content generation quality,content generation quality,1,0.0026,2025-03-31,1,False,True,future work suggestion quality
rag_retrieval,2025-06,problem:context adaptation,problem,context adaptation,context adaptation,1,0.0026,2025-04-30,1,False,True,static retrieval context adaptation
rag_retrieval,2025-06,problem:context coverage,problem,context coverage,context coverage,1,0.0026,2025-05-31,1,False,True,incomplete context coverage
rag_retrieval,2025-06,problem:context handling,problem,context handling,context handling,1,0.0026,2025-03-31,1,False,True,long-context retrieval integration
rag_retrieval,2025-06,problem:contextual understanding,problem,contextual understanding,contextual understanding,1,0.0026,2025-04-30,1,False,True,incomplete contextual understanding
rag_retrieval,2025-06,problem:continual learning challenge,problem,continual learning challenge,continual learning challenge,1,0.0026,2025-05-31,1,False,True,catastrophic forgetting
rag_retrieval,2025-06,problem:contrastive learning,problem,contrastive learning,contrastive learning,1,0.0026,2025-03-31,1,False,True,hard negative pair discrimination
rag_retrieval,2025-06,problem:conversational retrieval,problem,conversational retrieval,conversational retrieval,1,0.0026,2025-05-31,1,False,True,message history retrieval
rag_retrieval,2025-06,problem:conversion prediction,problem,conversion prediction,conversion prediction,1,0.0026,2025-03-31,1,False,True,real-time conversion probability estimation
rag_retrieval,2025-06,problem:coordination failure,problem,coordination failure,coordination failure,1,0.0026,2025-03-31,1,False,True,multi-agent coordination neglect
rag_retrieval,2025-06,problem:corpus diversity,problem,corpus diversity,corpus diversity,1,0.0026,2025-04-30,1,False,True,single-modality corpus limitation
rag_retrieval,2025-06,problem:data access,problem,data access,data access,1,0.0026,2025-03-31,1,False,True,large-scale dataset accessibility
rag_retrieval,2025-06,problem:data availability,problem,data availability,data availability,1,0.0026,2025-03-31,1,False,True,biomedical data scarcity
rag_retrieval,2025-06,problem:data collection bottleneck,problem,data collection bottleneck,data collection bottleneck,1,0.0026,2025-05-31,1,False,True,manual data collection limitation
rag_retrieval,2025-06,problem:data contamination,problem,data contamination,data contamination,1,0.0026,2025-03-31,1,False,True,knowledge base pollution
rag_retrieval,2025-06,problem:data distribution shift,problem,data distribution shift,data distribution shift,1,0.0026,2025-05-31,1,False,True,distribution mismatch between queries and corpus
rag_retrieval,2025-06,problem:data incompleteness,problem,data incompleteness,data incompleteness,1,0.0026,2025-04-30,1,False,True,incomplete knowledge graph
rag_retrieval,2025-06,problem:data noise,problem,data noise,data noise,1,0.0026,2025-03-31,1,False,True,implicit noise in grounding data
rag_retrieval,2025-06,problem:defense limitation,problem,defense limitation,defense limitation,1,0.0026,2025-04-30,1,False,True,inference-time defense insufficiency
rag_retrieval,2025-06,problem:defense robustness,problem,defense robustness,defense robustness,1,0.0026,2025-05-31,1,False,True,static defense limitation
rag_retrieval,2025-06,problem:deployment evaluation,problem,deployment evaluation,deployment evaluation,1,0.0026,2025-04-30,1,False,True,real-world deployment evaluation
rag_retrieval,2025-06,problem:design constraint satisfaction,problem,design constraint satisfaction,design constraint satisfaction,1,0.0026,2025-04-30,1,False,True,complex design constraint handling
rag_retrieval,2025-06,problem:design cycle time,problem,design cycle time,design cycle time,1,0.0026,2025-04-30,1,False,True,timing debug turnaround time
rag_retrieval,2025-06,problem:design inefficiency,problem,design inefficiency,design inefficiency,1,0.0026,2025-05-31,1,False,True,trial-and-error design iteration
rag_retrieval,2025-06,problem:development cost,problem,development cost,development cost,1,0.0026,2025-03-31,1,False,True,engineering overhead
rag_retrieval,2025-06,problem:diagnostic reliability,problem,diagnostic reliability,diagnostic reliability,1,0.0026,2025-05-31,1,False,True,reliable evidence-based diagnosis
rag_retrieval,2025-06,problem:diversity,problem,diversity,diversity,1,0.0026,2025-04-30,1,False,True,consumer segment diversity
rag_retrieval,2025-06,problem:domain adaptation failure,problem,domain adaptation failure,domain adaptation failure,1,0.0026,2025-05-31,1,False,True,general-purpose large language model suboptimal performance
rag_retrieval,2025-06,problem:domain ambiguity,problem,domain ambiguity,domain ambiguity,1,0.0026,2025-05-31,1,False,True,overlapping terminology
rag_retrieval,2025-06,problem:domain constraint,problem,domain constraint,domain constraint,1,0.0026,2025-05-31,1,False,True,regulatory compliance
rag_retrieval,2025-06,problem:domain dependence,problem,domain dependence,domain dependence,1,0.0026,2025-04-30,1,False,True,predictor collection dependence
rag_retrieval,2025-06,problem:drug safety,problem,drug safety,drug safety,1,0.0026,2025-03-31,1,False,True,drug interaction analysis
rag_retrieval,2025-06,problem:educational scalability,problem,educational scalability,educational scalability,1,0.0026,2025-04-30,1,False,True,scalable course material adaptation
rag_retrieval,2025-06,problem:evaluation difficulty,problem,evaluation difficulty,evaluation difficulty,1,0.0026,2025-05-31,1,False,True,counterfactual evaluation difficulty
rag_retrieval,2025-06,problem:evaluation methodology,problem,evaluation methodology,evaluation methodology,1,0.0026,2025-05-31,1,False,True,end-to-end retrieval augmented generation evaluation
rag_retrieval,2025-06,problem:evaluation metric,problem,evaluation metric,evaluation metric,1,0.0026,2025-03-31,1,False,True,attack success rate
rag_retrieval,2025-06,problem:factuality,problem,factuality,factuality,1,0.0026,2025-04-30,1,False,True,long-context factuality
rag_retrieval,2025-06,problem:faithfulness,problem,faithfulness,faithfulness,1,0.0026,2025-05-31,1,False,True,output faithfulness to retrieved passage
rag_retrieval,2025-06,problem:few-shot learning,problem,few-shot learning,few-shot learning,1,0.0026,2025-04-30,1,False,True,low-resource collaborative learning
rag_retrieval,2025-06,problem:game-theoretic analysis,problem,game-theoretic analysis,game-theoretic analysis,1,0.0026,2025-05-31,1,False,True,supply chain competition analysis
rag_retrieval,2025-06,problem:human-ai interaction,problem,human-ai interaction,human-ai interaction,1,0.0026,2025-04-30,1,False,True,user reliance on search result
rag_retrieval,2025-06,problem:image degradation,problem,image degradation,image degradation,1,0.0026,2025-04-30,1,False,True,rotation sensitivity in digitization
rag_retrieval,2025-06,problem:index construction,problem,index construction,index construction,1,0.0026,2025-05-31,1,False,True,graph index build cost
rag_retrieval,2025-06,problem:inference efficiency,problem,inference efficiency,inference efficiency,1,0.0026,2025-04-30,1,False,True,inference latency
rag_retrieval,2025-06,problem:information bottleneck,problem,information bottleneck,information bottleneck,1,0.0026,2025-04-30,1,False,True,context relevance bottleneck
rag_retrieval,2025-06,problem:information inconsistency,problem,information inconsistency,information inconsistency,1,0.0026,2025-04-30,1,False,True,retrieved document conflict
rag_retrieval,2025-06,problem:information retrieval difficulty,problem,information retrieval difficulty,information retrieval difficulty,1,0.0026,2025-05-31,1,False,True,building code query complexity
rag_retrieval,2025-06,problem:information retrieval limitation,problem,information retrieval limitation,information retrieval limitation,1,0.0026,2025-03-31,1,False,True,retrieval-augmented generation information loss
rag_retrieval,2025-06,problem:knowledge acquisition,problem,knowledge acquisition,knowledge acquisition,1,0.0026,2025-04-30,1,False,True,knowledge graph creation difficulty
rag_retrieval,2025-06,problem:knowledge capture,problem,knowledge capture,knowledge capture,1,0.0026,2025-04-30,1,False,True,manual effort in architectural knowledge capture
rag_retrieval,2025-06,problem:knowledge management,problem,knowledge management,knowledge management,1,0.0026,2025-04-30,1,False,True,knowledge access scheduling
rag_retrieval,2025-06,problem:knowledge poisoning,problem,knowledge poisoning,knowledge poisoning,1,0.0026,2025-04-30,1,False,True,detrimental passage incorporation
rag_retrieval,2025-06,problem:knowledge transfer limitation,problem,knowledge transfer limitation,knowledge transfer limitation,1,0.0026,2025-04-30,1,False,True,cross-mode retrieval failure
rag_retrieval,2025-06,problem:language coverage,problem,language coverage,language coverage,1,0.0026,2025-04-30,1,False,True,multilingual capability
rag_retrieval,2025-06,problem:language coverage gap,problem,language coverage gap,language coverage gap,1,0.0026,2025-05-31,1,False,True,persian language underrepresentation
rag_retrieval,2025-06,problem:latency imbalance,problem,latency imbalance,latency imbalance,1,0.0026,2025-04-30,1,False,True,end-to-end latency imbalance
rag_retrieval,2025-06,problem:legal information access,problem,legal information access,legal information access,1,0.0026,2025-04-30,1,False,True,multilingual regulatory document search
rag_retrieval,2025-06,problem:market dynamics,problem,market dynamics,market dynamics,1,0.0026,2025-03-31,1,False,True,market fluctuation variability
rag_retrieval,2025-06,problem:mathematical reasoning,problem,mathematical reasoning,mathematical reasoning,1,0.0026,2025-05-31,1,False,True,generalization to advanced mathematics
rag_retrieval,2025-06,problem:model deployment,problem,model deployment,model deployment,1,0.0026,2025-04-30,1,False,True,privacy concerns with third-party model
rag_retrieval,2025-06,problem:model deployment trade-off,problem,model deployment trade-off,model deployment trade-off,1,0.0026,2025-03-31,1,False,True,accuracy vs deployment flexibility trade-off
rag_retrieval,2025-06,problem:model development,problem,model development,model development,1,0.0026,2025-04-30,1,False,True,euclidean module adaptation difficulty
rag_retrieval,2025-06,problem:model expressivity,problem,model expressivity,model expressivity,1,0.0026,2025-04-30,1,False,True,limited expressivity of single-geometry model
rag_retrieval,2025-06,problem:model inaccuracy,problem,model inaccuracy,model inaccuracy,1,0.0026,2025-04-30,1,False,True,hallucination misperception
rag_retrieval,2025-06,problem:model performance gap,problem,model performance gap,model performance gap,1,0.0026,2025-03-31,1,False,True,effectiveness gap between small and large model
rag_retrieval,2025-06,problem:model unavailability,problem,model unavailability,model unavailability,1,0.0026,2025-05-31,1,False,True,missing process model
rag_retrieval,2025-06,problem:model-human gap,problem,model-human gap,model-human gap,1,0.0026,2025-03-31,1,False,True,cognitive-algorithmic discrepancy
rag_retrieval,2025-06,problem:multi-objective optimization,problem,multi-objective optimization,multi-objective optimization,1,0.0026,2025-05-31,1,False,True,latency-accuracy-cost tradeoff
rag_retrieval,2025-06,problem:natural language understanding,problem,natural language understanding,natural language understanding,1,0.0026,2025-05-31,1,False,True,technical language interpretation
rag_retrieval,2025-06,problem:patient safety,problem,patient safety,patient safety,1,0.0026,2025-03-31,1,False,True,contraindication identification
rag_retrieval,2025-06,problem:precision selection,problem,precision selection,precision selection,1,0.0026,2025-03-31,1,False,True,client precision level optimization
rag_retrieval,2025-06,problem:predictor generalization failure,problem,predictor generalization failure,predictor generalization failure,1,0.0026,2025-04-30,1,False,True,
rag_retrieval,2025-06,problem:problem solving,problem,problem solving,problem solving,1,0.0026,2025-05-31,1,False,True,college-level problem solving
rag_retrieval,2025-06,problem:process scaling,problem,process scaling,process scaling,1,0.0026,2025-05-31,1,False,True,chemical process scaling bottleneck
rag_retrieval,2025-06,problem:qualitative persona development scalability,problem,qualitative persona development scalability,qualitative persona development scalability,1,0.0026,2025-05-31,1,False,True,
rag_retrieval,2025-06,problem:quality evaluation,problem,quality evaluation,quality evaluation,1,0.0026,2025-05-31,1,False,True,synthetic persona quality evaluation
rag_retrieval,2025-06,problem:quantization accuracy,problem,quantization accuracy,quantization accuracy,1,0.0026,2025-03-31,1,False,True,uniform quantization accuracy degradation
rag_retrieval,2025-06,problem:quantization difficulty,problem,quantization difficulty,quantization difficulty,1,0.0026,2025-03-31,1,False,True,layer-wise quantization difficulty variation
rag_retrieval,2025-06,problem:query efficiency,problem,query efficiency,query efficiency,1,0.0026,2025-04-30,1,False,True,computational overhead in spatial query
rag_retrieval,2025-06,problem:query representation,problem,query representation,query representation,1,0.0026,2025-04-30,1,False,True,query representation refinement
rag_retrieval,2025-06,problem:question quality,problem,question quality,question quality,1,0.0026,2025-05-31,1,False,True,ambiguous or trivial question
rag_retrieval,2025-06,problem:reasoning,problem,reasoning,reasoning,1,0.0026,2025-03-31,1,False,True,complex multi-modal reasoning
rag_retrieval,2025-06,problem:reinforcement learning generalization,problem,reinforcement learning generalization,reinforcement learning generalization,1,0.0026,2025-03-31,1,False,True,
rag_retrieval,2025-06,problem:reporting bias,problem,reporting bias,reporting bias,1,0.0026,2025-05-31,1,False,True,underreporting of research limitation
rag_retrieval,2025-06,problem:representation alignment,problem,representation alignment,representation alignment,1,0.0026,2025-05-31,1,False,True,semantic alignment of scientific content
